WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2025-02-05,WTA500,Outdoor,Hard,2nd Round,3,Fernandez L.A.,Sun L.,27.0,45.0,1815.0,1223.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.4,1.33,3.58,1.33,3.62,1.32,3.34
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2025-02-05,WTA500,Outdoor,Hard,2nd Round,3,Krueger A.,Kasatkina D.,50.0,11.0,1141.0,3321.0,1.0,6.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,2.38,1.57,2.29,1.69,2.53,1.69,2.34,1.58
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2025-02-05,WTA500,Outdoor,Hard,2nd Round,3,Jabeur O.,Sonobe W.,34.0,834.0,1454.0,30.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.29,3.75,1.31,3.79,1.32,3.79,1.28,3.61
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2025-02-05,WTA500,Outdoor,Hard,2nd Round,3,Noskova L.,Badosa P.,38.0,10.0,1358.0,3608.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,2.37,1.54,2.48,1.6,2.51,1.6,2.4,1.56
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2025-02-05,WTA500,Outdoor,Hard,2nd Round,3,Linette M.,Pavlyuchenkova A.,37.0,23.0,1376.0,2035.0,5.0,7.0,4.0,1.0,,,0.0,1.0,Retired,3.4,1.33,3.03,1.39,3.4,1.4,3.2,1.34
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2025-02-06,WTA500,Outdoor,Hard,Quarterfinals,3,Bencic B.,Vondrousova M.,157.0,36.0,463.0,1393.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.5,1.58,2.38,1.63,2.5,1.54,2.42
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2025-02-06,WTA500,Outdoor,Hard,Quarterfinals,3,Krueger A.,Fernandez L.A.,50.0,27.0,1141.0,1815.0,7.0,5.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,2.3,1.62,2.4,1.65,2.4,1.7,2.27,1.61
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2025-02-06,WTA500,Outdoor,Hard,Quarterfinals,3,Rybakina E.,Jabeur O.,5.0,34.0,4893.0,1454.0,6.0,2.0,4.0,6.0,7.0,6.0,2.0,1.0,Completed,1.44,2.75,1.45,2.97,1.45,3.14,1.42,2.83
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2025-02-06,WTA500,Outdoor,Hard,Quarterfinals,3,Noskova L.,Linette M.,38.0,37.0,1358.0,1376.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.29,3.75,1.4,2.83,1.45,3.75,1.31,3.37
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2025-02-07,WTA500,Outdoor,Hard,Semifinals,3,Krueger A.,Noskova L.,50.0,38.0,1141.0,1358.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,2.5,1.53,2.48,1.5,2.56,1.61,2.45,1.53
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2025-02-07,WTA500,Outdoor,Hard,Semifinals,3,Bencic B.,Rybakina E.,157.0,5.0,463.0,4893.0,3.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,2.3,1.62,2.01,1.75,2.3,1.75,2.19,1.66
8,Abu Dhabi,Abu Dhabi WTA Women's Tennis Open,2025-02-08,WTA500,Outdoor,Hard,The Final,3,Bencic B.,Krueger A.,157.0,50.0,463.0,1141.0,4.0,6.0,6.0,1.0,6.0,1.0,2.0,1.0,Completed,1.44,2.75,1.44,2.83,1.47,2.83,1.43,2.75
9,Cluj-Napoca,Transylvania Open,2025-02-03,WTA250,Indoor,Hard,1st Round,3,Tomova V.,Sherif M.,64.0,63.0,953.0,955.0,3.0,6.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,1.62,2.3,1.61,2.44,1.64,2.44,1.6,2.32
9,Cluj-Napoca,Transylvania Open,2025-02-03,WTA250,Indoor,Hard,1st Round,3,Lamens S.,Bondar A.,67.0,92.0,943.0,801.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,1.73,2.1,1.78,2.13,1.78,2.2,1.72,2.1
9,Cluj-Napoca,Transylvania Open,2025-02-03,WTA250,Indoor,Hard,1st Round,3,Dolehide C.,Snigur D.,81.0,136.0,844.0,527.0,7.0,5.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,2.3,1.62,2.35,1.65,2.35,1.67,2.26,1.63
9,Cluj-Napoca,Transylvania Open,2025-02-03,WTA250,Indoor,Hard,1st Round,3,Kalinina A.,Ruse E.G.,48.0,113.0,1171.0,690.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,2.0,1.8,2.11,1.79,2.11,1.95,1.96,1.81
9,Cluj-Napoca,Transylvania Open,2025-02-03,WTA250,Indoor,Hard,1st Round,3,Stakusic M.,Cirstea S.,118.0,70.0,600.0,913.0,6.0,1.0,1.0,6.0,6.0,4.0,2.0,1.0,Completed,2.0,1.8,2.02,1.85,2.05,1.86,2.0,1.78
9,Cluj-Napoca,Transylvania Open,2025-02-04,WTA250,Indoor,Hard,1st Round,3,Potapova A.,Grabher J.,33.0,393.0,1494.0,152.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.04,13.0,1.05,14.09,1.05,14.09,1.04,10.88
9,Cluj-Napoca,Transylvania Open,2025-02-04,WTA250,Indoor,Hard,1st Round,3,Golubic V.,Rus A.,110.0,88.0,707.0,814.0,7.0,5.0,4.0,6.0,7.0,6.0,2.0,1.0,Completed,1.4,3.0,1.43,2.97,1.45,3.0,1.4,2.89
9,Cluj-Napoca,Transylvania Open,2025-02-04,WTA250,Indoor,Hard,1st Round,3,Danilovic O.,Parks A.,41.0,89.0,1275.0,809.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.62,2.3,1.66,2.33,1.71,2.34,1.63,2.26
9,Cluj-Napoca,Transylvania Open,2025-02-04,WTA250,Indoor,Hard,1st Round,3,Sasnovich A.,Bouzas Maneiro J.,149.0,57.0,487.0,1052.0,6.0,7.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,2.0,1.8,1.96,1.89,2.06,1.89,1.96,1.83
9,Cluj-Napoca,Transylvania Open,2025-02-04,WTA250,Indoor,Hard,1st Round,3,Cocciaretto E.,Begu I.,59.0,78.0,988.0,876.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.73,2.1,1.84,2.04,1.84,2.1,1.76,2.04
9,Cluj-Napoca,Transylvania Open,2025-02-04,WTA250,Indoor,Hard,1st Round,3,Blinkova A.,Sorribes Tormo S.,83.0,99.0,838.0,754.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.67,2.2,1.68,2.27,1.72,2.27,1.67,2.17
9,Cluj-Napoca,Transylvania Open,2025-02-04,WTA250,Indoor,Hard,1st Round,3,Bogdan A.,Burrage J.,119.0,150.0,597.0,485.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.62,2.3,1.66,2.32,1.68,2.32,1.63,2.24
9,Cluj-Napoca,Transylvania Open,2025-02-04,WTA250,Indoor,Hard,1st Round,3,Stearns P.,Gracheva V.,46.0,69.0,1198.0,925.0,2.0,6.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,1.44,2.75,1.4,3.12,1.45,3.14,1.41,2.87
9,Cluj-Napoca,Transylvania Open,2025-02-04,WTA250,Indoor,Hard,1st Round,3,Bronzetti L.,Halep S.,66.0,868.0,945.0,27.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.8,2.0,1.71,2.22,1.82,2.22,1.73,2.08
9,Cluj-Napoca,Transylvania Open,2025-02-05,WTA250,Indoor,Hard,1st Round,3,Siniakova K.,Jones F.,53.0,154.0,1092.0,474.0,6.0,4.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,1.36,3.2,1.45,2.89,1.45,3.5,1.34,3.19
9,Cluj-Napoca,Transylvania Open,2025-02-05,WTA250,Indoor,Hard,1st Round,3,Seidel E.,Cristian J.,145.0,61.0,505.0,967.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.1,1.73,2.2,1.72,2.21,1.73,2.11,1.7
9,Cluj-Napoca,Transylvania Open,2025-02-05,WTA250,Indoor,Hard,2nd Round,3,Kalinina A.,Lamens S.,48.0,67.0,1171.0,943.0,1.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,1.44,2.75,1.5,2.74,1.53,2.78,1.46,2.67
9,Cluj-Napoca,Transylvania Open,2025-02-05,WTA250,Indoor,Hard,2nd Round,3,Sasnovich A.,Stakusic M.,149.0,118.0,487.0,600.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.77,2.0,1.76,2.14,1.83,2.14,1.75,2.05
9,Cluj-Napoca,Transylvania Open,2025-02-05,WTA250,Indoor,Hard,2nd Round,3,Tomova V.,Danilovic O.,64.0,41.0,953.0,1275.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,3.5,1.3,3.71,1.31,3.75,1.34,3.51,1.29
9,Cluj-Napoca,Transylvania Open,2025-02-06,WTA250,Indoor,Hard,2nd Round,3,Siniakova K.,Dolehide C.,53.0,81.0,1092.0,844.0,2.0,6.0,6.0,1.0,6.0,4.0,2.0,1.0,Completed,1.5,2.63,1.56,2.55,1.56,2.75,1.51,2.53
9,Cluj-Napoca,Transylvania Open,2025-02-06,WTA250,Indoor,Hard,2nd Round,3,Potapova A.,Golubic V.,33.0,110.0,1494.0,707.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.44,2.75,1.43,2.98,1.45,2.98,1.43,2.74
9,Cluj-Napoca,Transylvania Open,2025-02-06,WTA250,Indoor,Hard,2nd Round,3,Seidel E.,Blinkova A.,145.0,83.0,505.0,838.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,2.38,1.57,2.47,1.59,2.47,1.62,2.36,1.57
9,Cluj-Napoca,Transylvania Open,2025-02-06,WTA250,Indoor,Hard,2nd Round,3,Bronzetti L.,Stearns P.,66.0,46.0,945.0,1198.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,2.38,1.57,2.48,1.58,2.53,1.65,2.35,1.58
9,Cluj-Napoca,Transylvania Open,2025-02-06,WTA250,Indoor,Hard,2nd Round,3,Cocciaretto E.,Bogdan A.,59.0,119.0,988.0,597.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,2.2,1.67,2.28,1.68,2.28,1.74,2.14,1.68
9,Cluj-Napoca,Transylvania Open,2025-02-07,WTA250,Indoor,Hard,Quarterfinals,3,Sasnovich A.,Kalinina A.,149.0,48.0,487.0,1171.0,2.0,6.0,6.0,4.0,7.0,6.0,2.0,1.0,Completed,2.3,1.62,2.48,1.61,2.48,1.63,2.33,1.59
9,Cluj-Napoca,Transylvania Open,2025-02-07,WTA250,Indoor,Hard,Quarterfinals,3,Siniakova K.,Tomova V.,53.0,64.0,1092.0,953.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.4,3.0,1.49,2.85,1.49,3.0,1.43,2.8
9,Cluj-Napoca,Transylvania Open,2025-02-07,WTA250,Indoor,Hard,Quarterfinals,3,Potapova A.,Seidel E.,33.0,145.0,1494.0,505.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.53,2.5,1.58,2.55,1.63,2.55,1.56,2.4
9,Cluj-Napoca,Transylvania Open,2025-02-07,WTA250,Indoor,Hard,Quarterfinals,3,Bronzetti L.,Cocciaretto E.,66.0,59.0,945.0,988.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.73,2.1,1.79,2.14,1.8,2.2,1.73,2.08
9,Cluj-Napoca,Transylvania Open,2025-02-08,WTA250,Indoor,Hard,Semifinals,3,Potapova A.,Sasnovich A.,33.0,149.0,1494.0,487.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.4,3.0,1.4,3.23,1.42,3.39,1.37,3.02
9,Cluj-Napoca,Transylvania Open,2025-02-08,WTA250,Indoor,Hard,Semifinals,3,Bronzetti L.,Siniakova K.,66.0,53.0,945.0,1092.0,4.0,0.0,,,,,0.0,0.0,Retired,1.91,1.91,1.94,1.94,1.94,2.01,1.83,1.95
9,Cluj-Napoca,Transylvania Open,2025-02-09,WTA250,Indoor,Hard,The Final,3,Potapova A.,Bronzetti L.,33.0,66.0,1494.0,945.0,4.0,6.0,6.0,1.0,6.0,2.0,2.0,1.0,Completed,1.53,2.5,1.55,2.63,1.57,2.63,1.53,2.48
10,Doha,Qatar Open,2025-02-09,WTA1000,Outdoor,Hard,1st Round,3,Bucsa C.,Kalinskaya A.,116.0,18.0,659.0,2304.0,6.0,7.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,2.75,1.44,2.72,1.5,2.98,1.5,2.8,1.42
10,Doha,Qatar Open,2025-02-09,WTA1000,Outdoor,Hard,1st Round,3,Parks A.,Shnaider D.,90.0,13.0,809.0,2873.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,3.4,1.33,3.39,1.35,3.5,1.36,3.26,1.33
10,Doha,Qatar Open,2025-02-09,WTA1000,Outdoor,Hard,1st Round,3,Garcia C.,Yuan Y.,76.0,51.0,884.0,1146.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,2.1,1.73,2.07,1.81,2.1,1.82,2.06,1.74
10,Doha,Qatar Open,2025-02-09,WTA1000,Outdoor,Hard,1st Round,3,Sakkari M.,Ruse E.G.,29.0,111.0,1774.0,690.0,4.0,6.0,6.0,3.0,4.0,0.0,1.0,1.0,Retired,1.67,2.2,1.72,2.21,1.72,2.32,1.66,2.2
10,Doha,Qatar Open,2025-02-09,WTA1000,Outdoor,Hard,1st Round,3,Mertens E.,Tauson C.,32.0,39.0,1666.0,1413.0,6.0,0.0,,,,,1.0,0.0,Retired,1.69,2.1,1.76,2.15,1.88,2.15,1.74,2.06
10,Doha,Qatar Open,2025-02-09,WTA1000,Outdoor,Hard,1st Round,3,Fernandez L.A.,Minnen G.,27.0,88.0,1869.0,823.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.29,3.75,1.33,3.51,1.33,3.75,1.3,3.47
10,Doha,Qatar Open,2025-02-09,WTA1000,Outdoor,Hard,1st Round,3,Kostyuk M.,Sonmez Z.,21.0,94.0,2064.0,789.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.3,3.5,1.35,3.41,1.35,3.53,1.31,3.37
10,Doha,Qatar Open,2025-02-09,WTA1000,Outdoor,Hard,1st Round,3,Samsonova L.,Sun L.,23.0,43.0,1945.0,1282.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.0,1.3,3.76,1.3,4.0,1.27,3.65
10,Doha,Qatar Open,2025-02-09,WTA1000,Outdoor,Hard,1st Round,3,Andreeva M.,Volynets K.,15.0,64.0,2665.0,968.0,4.0,6.0,7.0,6.0,6.0,4.0,2.0,1.0,Completed,1.3,3.5,1.33,3.54,1.33,3.65,1.3,3.43
10,Doha,Qatar Open,2025-02-09,WTA1000,Outdoor,Hard,1st Round,3,Avanesyan E.,Wang Xin.,48.0,38.0,1190.0,1413.0,7.0,6.0,1.0,6.0,7.0,6.0,2.0,1.0,Completed,1.8,2.0,1.81,2.08,1.87,2.08,1.8,1.99
10,Doha,Qatar Open,2025-02-09,WTA1000,Outdoor,Hard,1st Round,3,Frech M.,Haddad Maia B.,28.0,16.0,1800.0,2369.0,6.0,4.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,2.2,1.67,2.21,1.72,2.22,1.73,2.16,1.69
10,Doha,Qatar Open,2025-02-09,WTA1000,Outdoor,Hard,1st Round,3,Alexandrova E.,Raducanu E.,26.0,60.0,1888.0,997.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.73,2.1,1.74,2.18,1.8,2.18,1.73,2.08
10,Doha,Qatar Open,2025-02-09,WTA1000,Outdoor,Hard,1st Round,3,Anisimova A.,Azarenka V.,41.0,30.0,1316.0,1762.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.73,2.1,1.78,2.12,1.81,2.12,1.76,2.04
10,Doha,Qatar Open,2025-02-10,WTA1000,Outdoor,Hard,1st Round,3,Noskova L.,Vekic D.,33.0,19.0,1528.0,2273.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.53,2.5,1.58,2.49,1.58,2.52,1.54,2.45
10,Doha,Qatar Open,2025-02-10,WTA1000,Outdoor,Hard,1st Round,3,Sramkova R.,Kalinina A.,46.0,50.0,1236.0,1165.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.8,2.0,1.89,1.97,1.91,2.02,1.84,1.93
10,Doha,Qatar Open,2025-02-10,WTA1000,Outdoor,Hard,1st Round,3,Kenin S.,Krueger A.,73.0,40.0,903.0,1381.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.1,1.73,2.22,1.71,2.23,1.8,2.12,1.71
10,Doha,Qatar Open,2025-02-10,WTA1000,Outdoor,Hard,1st Round,3,Putintseva Y.,Uchijima M.,20.0,63.0,2093.0,969.0,6.0,2.0,6.0,7.0,6.0,3.0,2.0,1.0,Completed,1.2,4.5,1.23,4.58,1.23,5.0,1.2,4.47
10,Doha,Qatar Open,2025-02-10,WTA1000,Outdoor,Hard,1st Round,3,Ostapenko J.,Ito A.,37.0,120.0,1422.0,636.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.44,2.75,1.48,2.78,1.5,2.9,1.44,2.74
10,Doha,Qatar Open,2025-02-10,WTA1000,Outdoor,Hard,1st Round,3,Kasatkina D.,Kudermetova P.,12.0,59.0,3056.0,999.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.3,3.5,1.31,3.68,1.31,3.68,1.3,3.47
10,Doha,Qatar Open,2025-02-10,WTA1000,Outdoor,Hard,1st Round,3,Linette M.,Kudermetova V.,36.0,52.0,1424.0,1131.0,3.0,6.0,6.0,0.0,6.0,4.0,2.0,1.0,Completed,2.63,1.5,2.78,1.48,2.78,1.52,2.62,1.48
10,Doha,Qatar Open,2025-02-10,WTA1000,Outdoor,Hard,1st Round,3,Stearns P.,Yastremska D.,47.0,49.0,1201.0,1169.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,2.1,1.73,2.13,1.78,2.14,1.8,2.08,1.73
10,Doha,Qatar Open,2025-02-10,WTA1000,Outdoor,Hard,1st Round,3,Svitolina E.,Vondrousova M.,22.0,34.0,1970.0,1501.0,0.0,6.0,6.0,2.0,7.0,5.0,2.0,1.0,Completed,2.1,1.73,2.13,1.77,2.15,1.85,2.06,1.74
10,Doha,Qatar Open,2025-02-10,WTA1000,Outdoor,Hard,1st Round,3,Jabeur O.,Kessler M.,35.0,55.0,1454.0,1066.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.44,2.75,1.53,2.54,1.53,2.81,1.46,2.66
10,Doha,Qatar Open,2025-02-10,WTA1000,Outdoor,Hard,1st Round,3,Badosa P.,Zarazua R.,10.0,68.0,3588.0,954.0,6.0,3.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,1.17,5.0,1.14,6.39,1.22,6.5,1.16,5.19
10,Doha,Qatar Open,2025-02-10,WTA1000,Outdoor,Hard,2nd Round,3,Swiatek I.,Sakkari M.,2.0,29.0,8770.0,1774.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.04,13.0,1.05,15.62,1.05,15.62,1.04,10.97
10,Doha,Qatar Open,2025-02-10,WTA1000,Outdoor,Hard,2nd Round,3,Fernandez L.A.,Navarro E.,27.0,9.0,1869.0,3709.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,2.0,1.8,1.99,1.89,2.07,1.89,1.99,1.8
10,Doha,Qatar Open,2025-02-11,WTA1000,Outdoor,Hard,2nd Round,3,Paolini J.,Garcia C.,4.0,76.0,5288.0,884.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.75,1.43,2.97,1.45,2.98,1.42,2.81
10,Doha,Qatar Open,2025-02-11,WTA1000,Outdoor,Hard,2nd Round,3,Kenin S.,Parks A.,73.0,90.0,903.0,809.0,7.0,6.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.53,2.5,1.62,2.44,1.62,2.55,1.54,2.44
10,Doha,Qatar Open,2025-02-11,WTA1000,Outdoor,Hard,2nd Round,3,Mertens E.,Bucsa C.,32.0,116.0,1666.0,659.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.17,5.0,1.2,5.2,1.21,5.28,1.17,4.79
10,Doha,Qatar Open,2025-02-11,WTA1000,Outdoor,Hard,2nd Round,3,Noskova L.,Putintseva Y.,33.0,20.0,1528.0,2093.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.57,2.38,1.69,2.29,1.69,2.45,1.59,2.32
10,Doha,Qatar Open,2025-02-11,WTA1000,Outdoor,Hard,2nd Round,3,Ostapenko J.,Samsonova L.,37.0,23.0,1422.0,1945.0,7.0,6.0,7.0,5.0,,,2.0,0.0,Completed,1.91,1.91,1.96,1.93,1.96,2.22,1.88,1.9
10,Doha,Qatar Open,2025-02-11,WTA1000,Outdoor,Hard,2nd Round,3,Kostyuk M.,Gauff C.,21.0,3.0,2064.0,6538.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,4.5,1.2,4.24,1.2,5.25,1.27,4.44,1.19
10,Doha,Qatar Open,2025-02-11,WTA1000,Outdoor,Hard,2nd Round,3,Rybakina E.,Stearns P.,7.0,47.0,4588.0,1201.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.5,1.2,5.17,1.22,5.17,1.19,4.51
10,Doha,Qatar Open,2025-02-11,WTA1000,Outdoor,Hard,2nd Round,3,Sramkova R.,Andreeva M.,46.0,15.0,1236.0,2665.0,3.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,4.33,1.22,4.63,1.23,4.63,1.23,4.23,1.21
10,Doha,Qatar Open,2025-02-11,WTA1000,Outdoor,Hard,2nd Round,3,Pegula J.,Svitolina E.,5.0,22.0,4861.0,1970.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.62,2.3,1.65,2.36,1.65,2.42,1.6,2.31
10,Doha,Qatar Open,2025-02-11,WTA1000,Outdoor,Hard,2nd Round,3,Jabeur O.,Zheng Q.,35.0,8.0,1454.0,4095.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.38,1.57,2.57,1.56,2.57,1.6,2.41,1.55
10,Doha,Qatar Open,2025-02-11,WTA1000,Outdoor,Hard,2nd Round,3,Alexandrova E.,Sabalenka A.,26.0,1.0,1888.0,8956.0,3.0,6.0,6.0,3.0,7.0,6.0,2.0,1.0,Completed,5.0,1.17,3.84,1.23,5.05,1.23,4.55,1.19
10,Doha,Qatar Open,2025-02-11,WTA1000,Outdoor,Hard,2nd Round,3,Kasatkina D.,Avanesyan E.,12.0,48.0,3056.0,1190.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.4,3.0,1.39,3.24,1.46,3.24,1.4,2.9
10,Doha,Qatar Open,2025-02-11,WTA1000,Outdoor,Hard,2nd Round,3,Linette M.,Frech M.,36.0,28.0,1424.0,1800.0,7.0,5.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,2.0,1.8,1.98,1.91,2.05,1.91,1.97,1.81
10,Doha,Qatar Open,2025-02-11,WTA1000,Outdoor,Hard,2nd Round,3,Anisimova A.,Badosa P.,41.0,10.0,1316.0,3588.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,2.5,1.53,2.72,1.51,2.79,1.58,2.49,1.52
10,Doha,Qatar Open,2025-02-12,WTA1000,Outdoor,Hard,3rd Round,3,Rybakina E.,Sramkova R.,7.0,46.0,4588.0,1236.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,1.17,5.0,1.18,5.56,1.19,5.64,1.16,5.02
10,Doha,Qatar Open,2025-02-12,WTA1000,Outdoor,Hard,3rd Round,3,Ostapenko J.,Paolini J.,37.0,4.0,1422.0,5288.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,2.3,1.62,2.46,1.61,2.46,1.64,2.31,1.59
10,Doha,Qatar Open,2025-02-12,WTA1000,Outdoor,Hard,3rd Round,3,Pegula J.,Kasatkina D.,5.0,12.0,4861.0,3056.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.53,2.5,1.57,2.55,1.58,2.63,1.52,2.48
10,Doha,Qatar Open,2025-02-12,WTA1000,Outdoor,Hard,3rd Round,3,Kostyuk M.,Linette M.,21.0,36.0,2064.0,1424.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.4,1.38,3.29,1.38,3.41,1.33,3.23
10,Doha,Qatar Open,2025-02-12,WTA1000,Outdoor,Hard,3rd Round,3,Swiatek I.,Noskova L.,2.0,33.0,8770.0,1528.0,6.0,7.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,1.2,4.5,1.22,3.98,1.25,4.54,1.22,4.1
10,Doha,Qatar Open,2025-02-12,WTA1000,Outdoor,Hard,3rd Round,3,Alexandrova E.,Mertens E.,26.0,32.0,1888.0,1666.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.3,1.62,2.4,1.63,2.44,1.67,2.3,1.6
10,Doha,Qatar Open,2025-02-12,WTA1000,Outdoor,Hard,3rd Round,3,Jabeur O.,Kenin S.,35.0,73.0,1454.0,903.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.3,3.5,1.38,3.3,1.38,3.5,1.34,3.21
10,Doha,Qatar Open,2025-02-12,WTA1000,Outdoor,Hard,3rd Round,3,Anisimova A.,Fernandez L.A.,41.0,27.0,1316.0,1869.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.91,1.91,2.02,1.87,2.02,1.92,1.9,1.89
10,Doha,Qatar Open,2025-02-13,WTA1000,Outdoor,Hard,Quarterfinals,3,Alexandrova E.,Pegula J.,26.0,5.0,1888.0,4861.0,4.0,6.0,6.0,1.0,6.0,1.0,2.0,1.0,Completed,2.3,1.62,2.39,1.65,2.45,1.75,2.28,1.61
10,Doha,Qatar Open,2025-02-13,WTA1000,Outdoor,Hard,Quarterfinals,3,Swiatek I.,Rybakina E.,2.0,7.0,8770.0,4588.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.53,2.5,1.59,2.39,1.62,2.58,1.54,2.43
10,Doha,Qatar Open,2025-02-13,WTA1000,Outdoor,Hard,Quarterfinals,3,Ostapenko J.,Jabeur O.,37.0,35.0,1422.0,1454.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,2.3,1.62,2.42,1.64,2.43,1.69,2.25,1.63
10,Doha,Qatar Open,2025-02-13,WTA1000,Outdoor,Hard,Quarterfinals,3,Anisimova A.,Kostyuk M.,41.0,21.0,1316.0,2064.0,4.0,6.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,1.62,2.3,1.72,2.25,1.73,2.3,1.65,2.22
